train_accuracy,cross_val_accuracy,train_loss,cross_val_loss,time
0.9277868866920471,0.9314281344413757,0.1759774535894394,0.17079508304595947,0:14:47.775596
0.9432039260864258,0.7614620923995972,0.13690175116062164,126.11511993408203,0:12:44.960579
0.9486767053604126,0.927119255065918,0.12337764352560043,0.1903889924287796,0:12:38.587831
0.9529204964637756,0.8804882168769836,0.11316152662038803,0.26093924045562744,0:12:44.847660
0.9556419253349304,0.9394782185554504,0.10708659142255783,0.14852584898471832,0:12:45.239828
0.9579631686210632,0.9248396158218384,0.10066264867782593,0.1760706901550293,0:12:37.994194
0.958716630935669,0.9594714045524597,0.09923195093870163,0.10508020222187042,0:12:45.720750
0.9620316624641418,0.9338418245315552,0.09223837405443192,0.17164404690265656,0:12:40.052482
0.9633384943008423,0.9535172581672668,0.08873644471168518,0.11582477390766144,0:12:36.463752
0.9647098779678345,0.9200913310050964,0.08601309359073639,0.18139655888080597,0:12:40.838776
0.96847003698349,0.9577770829200745,0.07561632990837097,0.10608094185590744,0:12:45.342881
0.9710966348648071,0.96843022108078,0.07031690329313278,0.0779418796300888,0:12:41.380496
0.9718260765075684,0.9356914162635803,0.06817759573459625,0.21617454290390015,0:12:42.058617
0.9735816717147827,0.9536658525466919,0.06446758657693863,0.14686258137226105,0:12:39.998499
0.9742544889450073,0.9581419825553894,0.062455277889966965,0.10517504811286926,0:12:36.053290
0.9756622910499573,0.9524508714675903,0.059132326394319534,0.10745582729578018,0:12:39.656102
0.9758403897285461,0.972450315952301,0.05878249183297157,0.06768251955509186,0:12:42.790240
0.977171003818512,0.9695861339569092,0.05539385601878166,0.0760050117969513,0:12:39.877959
0.9775563478469849,0.9523112177848816,0.054500386118888855,0.13543255627155304,0:12:44.136970
0.9782029986381531,0.9367154836654663,0.053718794137239456,0.21957217156887054,0:12:43.342676
